id;latitude;longitude
fouvent-saint-andoche;47.6445;5.67
saint-remy-70;47.8333;6.1
villers-vaudey;47.6667;5.76667
pont-de-planches;47.5333;5.91667
voivre-70;47.8333;6.53333
larians-et-munans;47.4167;6.23333
ailloncourt;47.75;6.38333
amoncourt;47.7333;6.06667
quers;47.7333;6.43333
baulay;47.7833;6.01667
polaincourt-et-clairefontaine;47.8839;6.07001
chalonvillars;47.6333;6.78333
seveux;47.55;5.75
lavigney;47.7167;5.81667
villers-sur-port;47.7167;6.08333
cresancey;47.4;5.65
vellefaux;47.55;6.13333
ovanches;47.6333;5.95
vaite;47.5833;5.73333
saint-loup-nantouard;47.4167;5.73333
saint-gand;47.5167;5.85
pierrecourt-70;47.65;5.6
beaumotte-les-pin;47.3167;5.83333
couthenans;47.5833;6.73333
villersexel;47.55;6.43333
grammont;47.5167;6.51667
grattery;47.6667;6.08333
bonboillon;47.3333;5.7
cognieres;47.4833;6.3
noroy-le-bourg;47.6167;6.3
baudoncourt;47.7833;6.35
athesans-etroitefontaine;47.5967;6.51028
ehuns;47.7667;6.31667
neurey-les-la-demie;47.5667;6.2
preigney;47.7667;5.78333
cornot;47.7;5.83333
luxeuil-les-bains;47.8167;6.38333
melin;47.7333;5.83333
saint-marcel-70;47.8333;5.83333
tromarey;47.3333;5.71667
chagey;47.6167;6.73333
mailley-et-chazelot;47.5333;6.05
autrey-les-cerre;47.6167;6.35
lyoffans;47.65;6.58333
pusey;47.65;6.13333
gray;47.45;5.58333
ferrieres-les-scey;47.65;6
cordonnet;47.4164;5.97139
greucourt;47.5333;5.86667
autrey-les-gray;47.4833;5.5
traves;47.6167;5.96667
villefrancon;47.4;5.75
chevigney;47.3345;5.58973
bonnevent-velloreille;47.3925;5.93306
villars-le-pautel;47.9;5.93333
villafans;47.5833;6.46667
bussieres-70;47.3333;5.98333
denevre;47.5667;5.65
battrans;47.4333;5.63333
esmoulins;47.4;5.56667
corravillers;47.8931;6.62251
ecuelle;47.55;5.55
betoncourt-sur-mance;47.8333;5.75
vadans-70;47.3481;5.58695
rosey-70;47.5667;6.03333
rosiere;47.9167;6.63333
corre;47.9167;6
bourbevelle;47.9167;5.93333
plainemont;47.85;6.21667
raddon-et-chapendu;47.85;6.48333
longevelle;47.59;6.44751
chantes;47.6333;5.93333
dambeno台t-les-colombe;47.7228;6.38501
sainte-marie-en-chaux;47.7833;6.31667
jasney;47.8667;6.18333
sainte-marie-en-chanois;47.8333;6.51667
chenebier;47.65;6.71667
ormoy-70;47.8833;5.98333
verlans;47.5667;6.71667
magny-les-jussey;47.8667;5.98333
hericourt-70;47.5833;6.75
aulx-les-cromary;47.3833;6.11667
tavey;47.5667;6.73333
senargent-mignafans;47.565;6.52612
volon;47.6167;5.73333
ambievillers;47.9667;6.15
fontenois-les-montbozon;47.4833;6.23333
tremoins;47.5667;6.7
fretigney-et-velloreille;47.4881;5.94612
belmont-70;47.787;6.50362
blondefontaine;47.8833;5.86667
fouchecourt-70;47.7833;6
cult;47.3167;5.73333
villers-les-luxeuil;47.7667;6.28333
abelcourt;47.7833;6.3
esmoulieres;47.85;6.61667
froideterre;47.7;6.53333
champagney-70;47.7059;6.68223
magny-danigon;47.6748;6.60278
passavant-la-rochere;47.9667;6.03333
moffans-et-vacheresse;47.6333;6.55
montigny-les-cherlieu;47.8;5.81667
semmadon;47.7333;5.86667
breuchotte;47.8333;6.46667
contreglise;47.8333;6.03333
port-sur-saone;47.6833;6.05
bassigney;47.8167;6.18333
pin-70;47.3228;5.86445
montdore;47.9167;6.08333
pusy-et-epenoux;47.6667;6.15
lantenot;47.75;6.5
francalmont;47.8333;6.26667
roche-morey;47.7095;5.74112
val-de-gouhenans;47.6167;6.48333
thieffrans;47.5;6.31667
belfahy;47.7833;6.73333
frotey-les-lure;47.65;6.55
broye-aubigney-montseugny;47.3139;5.50889
ruhans;47.4667;6.13333
raincourt;47.8667;5.88333
pennesieres;47.4833;6.1
miellin;47.8167;6.73333
poyans;47.45;5.46667
bruyere;47.8333;6.48333
chariez;47.6167;6.08333
belonchamp;47.7667;6.61667
tincey-et-pontrebeau;47.6;5.8
crevans-et-la-chapelle-les-granges;47.552;6.58528
chaux-la-lotiere;47.3833;5.98333
plancher-les-mines;47.7667;6.75
beveuge;47.55;6.48333
aillevillers-et-lyaumont;47.9167;6.33333
anjeux;47.8833;6.2
oppenans;47.5833;6.38333
saint-ferjeux;47.55;6.51667
malvillers;47.7333;5.78333
chassey-les-montbozon;47.5167;6.33333
molay-70;47.7323;5.74112
malans-70;47.2637;5.59389
grandvelle-et-le-perrenot;47.5089;5.99528
velesmes-echevanne;47.4198;5.70139
varogne;47.7167;6.2
vellefrie;47.7;6.21667
fleurey-les-saint-loup;47.9167;6.3
montboillon;47.3667;5.91667
gevigney-et-mercey;47.8;5.93333
genevreuille;47.6667;6.38333
chemilly-70;47.65;6.01667
vaivre;47.915;6.36723
saint-sulpice-70;47.5667;6.45
vernois-sur-mance;47.85;5.78333
corbenay;47.9;6.33333
montessaux;47.75;6.56667
saint-loup-sur-semouse;47.8833;6.26667
apremont-70;47.4;5.55
provenchere-70;47.7167;6.13333
arpenans;47.6167;6.4
champey;47.5833;6.68333
gray-la-ville;47.4333;5.56667
rupt-sur-saone;47.65;5.93333
neuvelle-les-cromary;47.4;6.08333
velet;47.4333;5.56667
voray-sur-l-ognon;47.3389;6.01806
calmoutier;47.65;6.28333
champvans-70;47.3937;5.57612
aroz;47.6167;6
essertenne-et-cecey;47.4;5.48333
pont-sur-l-ognon;47.5167;6.38333
villers-bouton;47.45;5.98333
vy-les-filain;47.5167;6.2
venere;47.3667;5.66667
mercey-sur-saone;47.5333;5.73333
vregille;47.3167;5.9
gouhenans;47.6;6.46667
brussey;47.3;5.81667
roche-et-raucourt;47.6167;5.71667
hugier;47.3167;5.71667
vy-les-rupt;47.6333;5.9
vellefrey-et-vellefrange;47.43;5.83001
boulot;47.35;5.96667
recologne-les-rioz;47.4667;5.98333
faymont;47.6167;6.58333
broye-les-loups-et-verfontaine;47.4648;5.42389
ferrieres-les-ray;47.5833;5.8
maussans;47.4333;6.25
neuvelle-les-la-charite;47.5333;5.95
lieffrans;47.5167;5.96667
fallon;47.5;6.48333
bousseraucourt;47.9667;5.93333
villedieu-en-fontenette;47.7723;6.19751
sorans-les-breurey;47.4;6.05
cintrey;47.75;5.75
servance;47.8167;6.68333
vallerois-lorioz;47.5667;6.15
pesmes;47.2833;5.56667
melisey-70;47.75;6.58333
hyet;47.4833;6.08333
maizieres-70;47.5;6.01667
chassey-les-scey;47.65;5.98333
frahier-et-chatebier;47.6667;6.75
fessey;47.82;6.51778
chambornay-les-pin;47.3333;5.9
saint-broing;47.45;5.7
alaincourt-70;47.9333;6.1
venisey;47.8333;6
clairegoutte;47.6667;6.61667
mont-le-vernois;47.6;6.06667
cromary;47.3667;6.08333
champtonnay;47.3833;5.66667
villers-le-sec-70;47.6;6.21667
beaujeu-saint-vallier-pierrejux-et-quitteur;47.5048;5.67612
charmoille-70;47.6667;6.1
frotey-les-vesoul;47.6167;6.18333
colombotte;47.6667;6.28333
augicourt;47.7833;5.9
montagney;47.2864;5.66112
autrey-le-vay;47.5333;6.4
etobon;47.65;6.68333
saponcourt;47.8667;6.03333
vellexon-queutrey-et-vaudey;47.5625;5.80528
grande-resie;47.3333;5.56667
l逑oeuilley;47.4667;5.38333
esboz-brest;47.8;6.45
scye;47.65;6.05
fedry;47.6167;5.88333
oricourt;47.6;6.4
moimay;47.55;6.41667
neuvelle-les-lure;47.7167;6.55
servigney;47.7167;6.3
vauconcourt-nervezain;47.6606;5.82528
ainvelle-70;47.85;6.25
franchevelle;47.7333;6.46667
fougerolles-70;47.8833;6.4
framont;47.5787;5.57945
neurey-en-vaux;47.75;6.2
arc-les-gray;47.4573;5.58445
amont-et-effreney;47.8753;6.57473
chambornay-les-bellevaux;47.3833;6.1
frederic-fontaine;47.65;6.63333
fresse;47.75;6.66667
aboncourt-gesincourt;47.772;5.97306
citers;47.7333;6.4
ecromagny;47.8;6.56667
ormoiche;47.8;6.31667
traitiefontaine;47.4167;6.1
rigny;47.4667;5.63333
secenans;47.55;6.56667
lucenay-l-eveque;47.0833;4.25
genouilly-71;46.65;4.56667
culles-les-roches;46.65;4.65
brandon;46.3667;4.56667
sevrey;46.7333;4.85
ratenelle;46.5333;5.01667
marcilly-les-buxy;46.7181;4.59556
lugny-les-charolles;46.4167;4.21667
grury;46.6667;3.9
chaudenay-71;46.9167;4.78333
marly-sous-issy;46.7167;3.93333
villars-71;46.5333;4.93333
bray-71;46.5;4.71667
bissy-sous-uxelles;46.5667;4.71667
saint-racho;46.2667;4.36667
saint-sernin-du-plain;46.9;4.61667
montceaux-l-etoile;46.35;4.03333
perreuil;46.8167;4.56667
saint-laurent-d-andenay;46.7333;4.51667
ozenay;46.5333;4.85
joudes;46.4667;5.36667
abergement-de-cuisery;46.5667;4.95
fay-71;46.6678;5.32945
saint-christophe-en-bresse;46.75;4.98333
bergesserin;46.4;4.56667
vitry-sur-loire;46.6833;3.7084
marly-sur-arroux;46.6167;4.13333
gigny-sur-saone;46.6667;4.93333
saint-prive-71;46.6914;4.57028
colombier-en-brionnais;46.35;4.33333
saint-vallerin;46.6833;4.66667
saint-germain-du-plain;46.7;4.96667
trambly;46.3167;4.53333
saint-martin-belle-roche;46.3833;4.85
curtil-sous-buffieres;46.4;4.51667
ameugny;46.5167;4.68333
saint-clement-sur-guye;46.6167;4.58333
sercy;46.6;4.68333
branges;46.6333;5.18333
huilly-sur-seille;46.592;5.05195
saint-berain-sous-sanvignes;46.7;4.3
saint-leger-sous-la-bussiere;46.3106;4.55417
montjay-71;46.8167;5.31667
savigny-sur-grosne;46.5833;4.66667
saint-romain-sous-versigny;46.65;4.18333
prizy;46.35;4.21667
saint-firmin-71;46.8333;4.46667
berze-le-chatel;46.3833;4.7
boulaye;46.75;4.11667
amanze;46.3333;4.23333
gourdon-71;46.6333;4.45
varennes-saint-sauveur;46.4833;5.25
montagny-sur-grosne;46.35;4.55
broye;46.8667;4.3
tancon;46.2;4.26667
dracy-saint-loup;47.0167;4.33333
sance;46.3333;4.83333
lays-sur-le-doubs;46.9167;5.25
saint-vallier-71;46.6333;4.36667
laizy;46.9;4.2
bantanges;46.6167;5.1
auxy-71;46.95;4.4
barnay;47.0833;4.33333
ligny-en-brionnais;46.2333;4.2
guerreaux;46.5333;4.28333
chatenay-71;46.2917;4.38333
saint-bonnet-de-joux;46.4833;4.45
saint-laurent-en-brionnais;46.2667;4.25
saint-bonnet-de-vieille-vigne;46.5256;4.25806
etang-sur-arroux;46.8667;4.18333
chapelle-sous-dun;46.2667;4.3
frangy-en-bresse;46.7323;5.335
briant;46.3;4.15
lux-71;46.75;4.85
bresse-sur-grosne;46.5833;4.75
neuvy-grandchamp;46.5833;3.93333
louhans;46.6333;5.21667
mellecey;46.8167;4.73333
tournus;46.5667;4.9
laives;46.6333;4.83333
cuisery;46.55;5
baugy-71;46.2978;4.0275
changy-71;46.4023;4.25223
reclesne;47.0333;4.26667
sailly-71;46.5333;4.56667
jugy;46.6;4.85
truchere;46.5167;4.95
charette-varennes;46.9167;5.2
sully-71;47.0073;4.47139
montret;46.6833;5.11667
saint-emiland;46.9;4.48333
chassy-71;46.5875;4.11278
condal;46.4667;5.28333
chateau;46.4333;4.6
vaux-en-pre;46.6333;4.6
serrieres-71;46.3;4.68333
saint-leger-sur-dheune;46.85;4.63333
torcy-71;46.7667;4.45
varennes-sous-dun;46.2833;4.33333
volesvres;46.4667;4.15
saint-bonnet-de-cray;46.2167;4.15
champagny-sous-uxelles;46.5833;4.73333
marcilly-la-gueurce;46.4;4.3
oudry;46.5667;4.15
bissey-sous-cruchaud;46.7333;4.68333
fleury-la-montagne;46.2;4.13333
ozolles;46.3833;4.35
leynes;46.2667;4.71667
saint-bonnet-en-bresse;46.85;5.16667
chasselas;46.2833;4.71667
pierreclos;46.3333;4.68333
essertenne;46.8167;4.55
romaneche-thorins;46.1833;4.73333
chapelle-thecle;46.55;5.11667
saint-nizier-sur-arroux;46.8;4.13333
lacrost;46.5667;4.91667
vineuse;46.4667;4.6
igornay;47.05;4.38333
saint-forgeot;47;4.3
clessy;46.55;4.08333
fontaines-71;46.85;4.76667
curbigny;46.3;4.31667
saint-martin-du-lac;46.25;4.03333
creot;46.9167;4.61667
jalogny;46.4167;4.63333
sermesse;46.9;5.1
simandre;46.6333;4.98333
cortevaix;46.5333;4.63333
saint-remy-71;46.7667;4.83333
jouvencon;46.5833;5.06667
pierre-de-bresse;46.8839;5.26223
cortambert;46.4833;4.71667
dettey;46.7667;4.18333
poisson;46.3853;4.12861
anzy-le-duc;46.3167;4.06667
cherizet;46.5167;4.56667
beaumont-sur-grosne;46.6667;4.86667
mercurey;46.8392;4.71889
tagniere;46.7833;4.2
montchanin;46.75;4.45
verjux;46.8833;4.96667
serley;46.7833;5.21667
mancey;46.5667;4.83333
bouhans;46.7667;5.3
sens-sur-seille;46.745;5.31584
cordesse;47.0333;4.33333
saint-martin-en-bresse;46.8167;5.06667
chatel-moron;46.8;4.65
demigny;46.9333;4.83333
taize-71;46.5167;4.68333
thurey;46.75;5.11667
saint-germain-du-bois;46.75;5.25
fuisse;46.2833;4.73333
chambilly;46.2833;4.01667
vendenesse-sur-arroux;46.6333;4.06667
hopital-le-mercier;46.3833;4.01667
verosvres;46.4;4.43333
marmagne-71;46.8333;4.35
creusot;46.8;4.43333
dezize-les-maranges;46.9167;4.65
mouthier-en-bresse;46.85;5.38333
germolles-sur-grosne;46.2795;4.59
digoin;46.4833;3.98333
saint-usuge;46.6833;5.25
ige-71;46.4;4.75
chapelle-saint-sauveur-71;46.8333;5.26667
bragny-sur-saone;46.9167;5.03333
saint-germain-les-buxy;46.7;4.76667
chatenoy-en-bresse;46.7833;4.91667
cersot;46.7;4.63333
jully-les-buxy;46.6833;4.7
fley;46.6667;4.65
saint-cyr-71;46.6833;4.9
saillenard;46.6833;5.36667
montceau-les-mines;46.6667;4.36667
charnay-les-macon;46.3;4.78333
ecuelles-71;46.95;5.06667
mussy-sous-dun;46.2333;4.33333
sornay-71;46.6333;5.18333
salornay-sur-guye;46.5167;4.6
etrigny;46.5833;4.8
chevagny-sur-guye;46.5333;4.51667
cormatin;46.55;4.68333
motte-saint-jean;46.4833;3.95
berze-la-ville;46.3667;4.7
vendenesse-les-charolles;46.45;4.33333
suin;46.4333;4.48333
mary;46.6167;4.5
sarry-71;46.3106;4.11584
lugny-71;46.4667;4.81667
coublanc-71;46.1667;4.28333
saint-yan;46.4167;4.03333
mont-les-seurre;46.95;5.11667
saint-julien-de-civry;46.3667;4.23333
chagny-71;46.9167;4.75
frontenard;46.9167;5.16667
flagy-71;46.5;4.65
marcigny;46.2748;4.04139
chanes;46.25;4.75
messey-sur-grosne;46.65;4.75
chevagny-les-chevrieres;46.3325;4.7725
savigny-sur-seille;46.6167;5.1
pontoux;46.9167;5.1
saint-vincent-en-bresse;46.6667;5.06667
saint-didier-en-brionnais;46.3333;4.11667
pressy-sous-dondin;46.4667;4.51667
joncy;46.6167;4.55
aze-71;46.4333;4.76667
chassigny-sous-dun;46.2333;4.3
romenay;46.5028;5.06778
breuil-71;46.8;4.48333
chassey-le-camp;46.8833;4.7
sassenay;46.8333;4.93333
saint-andre-le-desert;46.5;4.53333
chenay-le-chatel;46.2333;3.95
iguerande;46.2;4.08333
dracy-le-fort;46.8;4.76667
saint-micaud;46.6833;4.55
ratte;46.65;5.3
chenoves;46.6667;4.66667
buffieres;46.4333;4.53333
rousset-71;46.5667;4.46667
devrouze;46.7667;5.16667
palinges;46.55;4.21667
vauban;46.2667;4.21667
baron-71;46.4833;4.28333
sagy-71;46.6;5.31667
massy-71;46.4833;4.61667
epertully;46.9333;4.6
saint-albain;46.4333;4.88333
saint-martin-de-salencey;46.5167;4.5
saint-maurice-les-chateauneuf;46.2162;4.25334
chissey-en-morvan;47.1167;4.23333
saint-pierre-le-vieux-71;46.2833;4.53333
sommant;47.05;4.21667
blanot-71;46.4667;4.73333
crissey-71;46.8167;4.88333
saules-71;46.65;4.66667
villeneuve-en-montagne;46.7667;4.61667
sainte-croix-71;46.5667;5.25
montcony;46.7;5.3
charnay-les-chalon;46.9333;5.1
montagny-pres-louhans;46.65;5.26667
grande-verriere;46.9667;4.13333
saint-andre-en-bresse;46.65;5.08333
juif;46.6833;5.16667
saint-julien-de-jonzy;46.237;4.1425
beaubery;46.4;4.4
bruailles;46.6;5.23333
nochize;46.3953;4.17334
verze;46.3667;4.73333
matour;46.3;4.48333
chapelle-de-bragny;46.6333;4.76667
damerey;46.8333;4.98333
chapaize;46.55;4.75
gibles;46.3167;4.38333
celle-en-morvan;47.0123;4.18223
cheilly-les-maranges;46.9;4.66667
montpont-en-bresse;46.55;5.15
cuiseaux;46.5;5.4
lesme;46.65;3.71667
ouroux-sous-le-bois-sainte-marie;46.3592;4.31084
roche-vineuse;46.35;4.71667
verissey;46.7;5.11667
senozan;46.3833;4.86667
bizots;46.75;4.38333
saint-romain-sous-gourdon;46.6167;4.4
tronchy;46.7167;5.06667
plottes;46.5333;4.86667
granges-71;46.7333;4.73333
hurigny;46.35;4.8
saint-jean-de-vaux;46.8167;4.7
genete;46.55;5.05
gergy;46.8667;4.93333
morlet;46.95;4.51667
saint-eugene-71;46.7333;4.18333
change-71;46.9333;4.63333
saint-ambreuil;46.6833;4.86667
chaintre;46.2667;4.76667
couches;46.8698;4.5725
saint-germain-en-brionnais;46.35;4.26667
artaix;46.25;4
saint-jean-de-trezy;46.8333;4.58333
saint-aubin-en-charollais;46.5;4.21667
saint-christophe-en-brionnais;46.2895;4.17806
bois-sainte-marie;46.3167;4.35
pruzilly;46.25;4.7
laize;46.4;4.8
uchon;46.8167;4.25
fontenay-71;46.4667;4.3
saint-leger-sous-beuvray;46.9167;4.1
germagny;46.6667;4.6
saint-edmond;46.2;4.21667
paray-le-monial;46.45;4.11667
petite-verriere;47.05;4.13333
navilly;46.9333;5.15
saint-martin-sous-montaigu;46.8167;4.71667
frontenaud;46.55;5.3
simard;46.7167;5.18333
lans;46.7667;4.91667
chiddes-71;46.45;4.51667
saint-martin-la-patrouille;46.5833;4.53333
saint-desert;46.75;4.7
perrigny-sur-loire;46.5333;3.83333
sanvignes-les-mines;46.6667;4.3
issy-l-eveque;46.7167;3.96667
dennevy;46.8667;4.65
fretterans;46.9167;5.28333
anost;47.0667;4.1
hautefond;46.4384;4.19361
monthelon-71;46.95;4.23333
jambles;46.7667;4.7
bissy-sur-fley;46.6667;4.61667
donzy-le-national;46.45;4.56667
lalheue;46.65;4.78333
bourgvilain;46.3667;4.63333
martigny-le-comte;46.5333;4.33333
grandvaux;46.5;4.18333
comelle;46.8833;4.11667
versaugues;46.35;4.06667
chalmoux;46.6;3.83333
cuzy;46.7667;4.03333
saisy;46.95;4.55
montmort;46.7333;4.08333
guerfand;46.7833;5.03333
burnand;46.6;4.63333
champlecy;46.4667;4.25
chaux-71;46.8333;5.26667
tartre;46.75;5.36667
saint-didier-en-bresse;46.85;5.08333
chapelle-de-guinchay;46.2;4.75
bellevesvre;46.8333;5.36667
pourlans;46.95;5.23333
saint-berain-sur-dheune;46.8167;4.6
saint-vincent-des-pres-71;46.4667;4.56667
saint-gilles-71;46.8833;4.66667
burzy;46.6;4.58333
charmee;46.7167;4.8
planois;46.7833;5.33333
semur-en-brionnais;46.2667;4.08333
saint-amour-bellevue;46.25;4.75
saint-martin-de-lixy;46.2;4.25
sainte-radegonde-71;46.6833;4.06667
saint-sernin-du-bois;46.8333;4.43333
massilly;46.4833;4.66667
oye;46.3167;4.18333
montceaux-ragny;46.6167;4.85
ouroux-sur-saone;46.7167;4.95
dampierre-en-bresse;46.8333;5.2
macon;46.3;4.83333
prety;46.5333;4.93333
lessard-le-national;46.8667;4.83333
sennecey-le-grand;46.65;4.86667
montmelard;46.3333;4.41667
bussieres-71;46.3392;4.70112
saint-symphorien-d-ancelles;46.2;4.76667
cronat;46.7228;3.68333
vergisson;46.3;4.71667
collonge-la-madeleine;46.9333;4.51667
ciel;46.8833;5.05
salle-71;46.4;4.86667
saint-verand-71;46.2545;4.73556
melay-71;46.2137;4.01695
villeneuve-71;46.95;5.16667
chalon-sur-saone;46.7833;4.85
savigny-en-revermont;46.6333;5.41667
torpes-71;46.8333;5.33333
puley;46.6833;4.55
saint-point;46.3333;4.61667
marizy;46.5667;4.41667
saunieres;46.9;5.08333
royer;46.55;4.81667
marnay-71;46.7;4.91667
vers-71;46.5833;4.85
loyere;46.8333;4.83333
saint-ythaire;46.5667;4.61667
oslon;46.7833;4.91667
miroir;46.5167;5.33333
palleau;46.95;5.03333
saint-huruge;46.5833;4.56667
martailly-les-brancion;46.5333;4.8
saint-leger-les-paray;46.4734;4.08917
cluny;46.4333;4.65
clermain;46.3667;4.58333
saint-vincent-bragny;46.5342;4.125
montbellet;46.4833;4.86667
sivignon;46.4167;4.5
milly-lamartine;46.35;4.7
charolles;46.4333;4.28333
cressy-sur-somme;46.7;3.86667
saint-boil;46.65;4.68333
varennes-les-macon;46.2667;4.8
chapelle-du-mont-de-france;46.382;4.53584
vinzelles-71;46.2667;4.76667
sologny;46.35;4.68333
beauvernois;46.8333;5.4385
dyo;46.35;4.28333
gilly-sur-loire;46.5333;3.78333
peronne-71;46.4333;4.81667
tavernay;47.0167;4.23333
prisse;46.3167;4.75
saint-denis-de-vaux;46.8;4.7
donzy-le-pertuis;46.45;4.71667
dompierre-les-ormes;46.35;4.48333
vindecy;46.35;4.01667
longepierre;46.9333;5.2
abergement-sainte-colombe;46.7525;5.00695
serrigny-en-bresse;46.8167;5.11667
viry-71;46.2833;4.33333
flacey-en-bresse;46.6;5.4
saint-maurice-les-couches;46.8833;4.6
tintry;46.9333;4.5
champforgeuil;46.8167;4.83333
saint-gervais-en-valliere;46.9333;4.95
saint-didier-sur-arroux;46.8333;4.11667
saint-maurice-de-satonnay;46.4167;4.78333
saint-pierre-de-varennes;46.8333;4.5
dompierre-sous-sanvignes;46.652;4.22528
ormes-71;46.6333;4.96667
allerey-sur-saone;46.9059;4.98278
curdin;46.6;3.98333
bordes-71;46.8964;5.02889
uchizy;46.5;4.88333
gueugnon;46.6;4.06667
chissey-les-macon;46.5167;4.73333
vitry-les-cluny;46.4833;4.58333
saint-gengoux-de-scisse;46.4667;4.78333
chapelle-sous-uchon;46.8333;4.23333
creches-sur-saone;46.25;4.78333
varennes-le-grand;46.7167;4.88333
montcoy;46.8;5
ecuisses;46.75;4.53333
racineuse;46.8333;5.15
sampigny-les-maranges;46.9;4.65
chauffailles;46.2;4.33333
montcenis;46.7833;4.38333
saint-martin-en-gatinois;46.9333;5.01667
saint-martin-du-tartre;46.6333;4.61667
fragnes;46.8333;4.83333
rosey-71;46.75;4.7
toutenant;46.8667;5.11667
saint-martin-du-mont-71;46.6167;5.29167
dracy-les-couches;46.8833;4.58333
lessard-en-bresse;46.7333;5.08333
mont-saint-vincent;46.6333;4.48333
genelard;46.5833;4.23333
baudemont;46.2873;4.28528
bissy-la-maconnaise;46.4833;4.78333
charbonnieres-71;46.3833;4.83333
saint-aubin-sur-loire;46.5667;3.75
bouzeron;46.8833;4.73333
rully-71;46.8667;4.75
aluze;46.85;4.68333
frette-71;46.6333;5.05
moroges;46.75;4.68333
beaurepaire-en-bresse;46.6667;5.38333
saint-etienne-en-bresse;46.7;5.05
sigy-le-chatel;46.55;4.58333
charrecey;46.8333;4.66667
marigny-71;46.6833;4.46667
saint-martin-de-commune;46.9;4.51667
lournand;46.45;4.65
saint-symphorien-de-marmagne;46.8333;4.33333
grevilly;46.5167;4.81667
bosjean;46.7667;5.33333
chapelle-sous-brancion;46.55;4.78333
givry-71;46.7823;4.74306
varenne-saint-germain;46.4289;4.02528
villegaudin;46.8;5.1
dommartin-les-cuiseaux;46.5;5.3
blanzy;46.7;4.38333
burgy;46.4667;4.83333
loisy-71;46.5833;5.03333
ballore;46.5333;4.36667
bonnay-71;46.55;4.61667
montagny-les-buxy;46.7;4.66667
saint-agnan-71;46.5048;3.88
saint-maurice-des-champs;46.6333;4.61667
tramayes;46.3;4.6
varenne-l-arconce;46.3333;4.15
farges-les-chalon;46.8333;4.8
clesse-71;46.4167;4.81667
vareilles-71;46.2984;4.26056
rancy;46.6;5.08333
curtil-sous-burnand;46.5833;4.61667
bourg-le-comte;46.3;3.98333
sainte-foy-71;46.2778;4.12889
guiche-71;46.55;4.45
fleurville;46.45;4.88333
charmoy-71;46.7562;4.33306
trivy;46.3833;4.5
saint-igny-de-roche;46.1833;4.3
anglure-sous-dun;46.2333;4.36667
saint-marcelin-de-cray;46.5667;4.53333
alleriot;46.8167;4.95
solutre-pouilly;46.3;4.71667
mailly;46.2167;4.11667
remigny-71;46.9;4.71667
saint-symphorien-des-bois;46.3333;4.28333
saint-julien-sur-dheune;46.7667;4.53333
ceron;46.2833;3.93333
perrecy-les-forges;46.6167;4.2
davaye;46.3;4.73333
charbonnat;46.7833;4.11667
saint-eusebe-71;46.7167;4.46667
saint-marcel-71;46.7833;4.9
diconne;46.7667;5.13333
vitry-en-charollais;46.4548;4.05953
menetreuil;46.5833;5.1
clayette;46.2833;4.3
clux;46.95;5.18333
santilly-71;46.6167;4.7
saint-mard-de-vaux;46.8167;4.68333
brion-71;46.9083;4.20833
mazille;46.3833;4.6
vire-71;46.45;4.83333
epervans;46.75;4.9
toulon-sur-arroux;46.6833;4.13333
saint-gengoux-le-national;46.6167;4.65
sainte-helene-71;46.75;4.65
morey;46.8;4.6
buxy;46.7167;4.68333
ciry-le-noble;46.6;4.3
authumes;46.8833;5.3
bey-71;46.8167;4.96667
mornay;46.5;4.38333
saint-loup-geanges;46.95;4.9
barizey;46.7833;4.68333
saint-prix-71;46.95;4.06667
roussillon-en-morvan;47.0167;4.1
virey-le-grand;46.8428;4.86584
uxeau;46.6667;4.01667
chamilly;46.8667;4.68333
chatenoy-le-royal;46.7833;4.8
vaudebarrier;46.4167;4.31667
savianges;46.6833;4.6
paris-l-hopital;46.9167;4.63333
chateauneuf-71;46.2125;4.25473
collonge-en-charollais;46.6333;4.53333
sassangy;46.7167;4.63333
vincelles-71;46.6595;5.23639
saint-maurice-en-riviere;46.85;5.01667
nanton;46.6167;4.8
saint-leger-du-bois;47.0167;4.45
chapelle-naude;46.6;5.18333
baudrieres;46.6667;5
chapelle-au-mans;46.6333;3.96667
autun;46.95;4.3
curgy;46.9833;4.38333
saint-martin-d-auxy;46.7167;4.55
saint-loup-de-varennes;46.7278;4.86056
epinac;46.9914;4.51389
mesvres;46.8667;4.25
bourbon-lancy;46.6167;3.78333
verdun-sur-le-doubs;46.9;5.01667
farges-les-macon;46.5167;4.9
mervans;46.8;5.18333
thil-sur-arroux;46.8;4.1
saint-gervais-sur-couches;46.9167;4.58333
cussy-en-morvan;47.0833;4.16667
chardonnay;46.5;4.86667
champagnat-71;46.4833;5.38333
pouilloux;46.6;4.36667
brienne;46.5667;5.01667
passy-71;46.5333;4.53333
sainte-cecile-71;46.3833;4.61667
antully;46.9;4.41667
rigny-sur-arroux;46.5333;4.01667
maltat;46.6833;3.81667
mont-71;46.6167;3.83333
cruzille;46.5;4.8
malay;46.5667;4.68333
boyer-71;46.5833;4.88333
nouans;48.2333;0.216667
lignieres-la-carelle;48.4333;0.183333
saint-jean-de-la-motte;47.75;0.066667
requeil;47.7833;0.166667
noyen-sur-sarthe;47.8667;-0.1
peray;48.25;0.366667
teloche;47.8833;0.266667
valennes;48;0.816667
parigne-le-polin;47.85;0.116667
montigny-72;48.45;0.183333
brette-les-pins;47.9167;0.333333
villaines-sous-malicorne;47.7667;-0.1
asse-le-boisne;48.3333;-0.00805556
chapelle-huon;47.85;0.75
